Airport_ID_start,Airport_ID_end,Route_ID
LGA,BHM,LGA-BHM
LGA,BTV,LGA-BTV
LGA,BUF,LGA-BUF
LGA,CAE,LGA-CAE
LGA,CHS,LGA-CHS
LGA,CLE,LGA-CLE
LGA,CVG,LGA-CVG
LGA,DEN,LGA-DEN
LGA,DSM,LGA-DSM
LGA,EYW,LGA-EYW
LGA,GRR,LGA-GRR
LGA,GSP,LGA-GSP
LGA,IAH,LGA-IAH
LGA,IND,LGA-IND
LGA,JAX,LGA-JAX
LGA,LEX,LGA-LEX
LGA,MCI,LGA-MCI
LGA,MEM,LGA-MEM
LGA,MHT,LGA-MHT
LGA,MKE,LGA-MKE
LGA,MSN,LGA-MSN
LGA,MSP,LGA-MSP
LGA,MYR,LGA-MYR
LGA,OMA,LGA-OMA
LGA,PWM,LGA-PWM
LGA,ROC,LGA-ROC
LGA,SAV,LGA-SAV
LGA,SYR,LGA-SYR
LGA,YHZ,LGA-YHZ
LIM,ATL,LIM-ATL
LIR,LAX,LIR-LAX
LIT,DTW,LIT-DTW
LNK,MSP,LNK-MSP
LOS,ATL,LOS-ATL
LSE,MSP,LSE-MSP
LWS,SLC,LWS-SLC
MBJ,DTW,MBJ-DTW
MBJ,IND,MBJ-IND
MBS,DTW,MBS-DTW
MBS,MSP,MBS-MSP
MCI,CVG,MCI-CVG
MCI,DTW,MCI-DTW
MCI,LAX,MCI-LAX
MCI,LGA,MCI-LGA
MCI,MCO,MCI-MCO
MCI,MEM,MCI-MEM
MCI,MSP,MCI-MSP
MCI,SLC,MCI-SLC
MCO,BHM,MCO-BHM
MCO,BNA,MCO-BNA
MCO,CMH,MCO-CMH
MCO,CVG,MCO-CVG
MCO,DTW,MCO-DTW
MCO,GRR,MCO-GRR
MCO,IND,MCO-IND
MCO,LAS,MCO-LAS
MCO,MCI,MCO-MCI
MCO,MEM,MCO-MEM
MCO,MKE,MCO-MKE
MCO,MSP,MCO-MSP
MCO,OMA,MCO-OMA
MCO,ORF,MCO-ORF
MCO,PIT,MCO-PIT
MCO,RDU,MCO-RDU
MCO,SAT,MCO-SAT
MCO,SDF,MCO-SDF
MCO,SLC,MCO-SLC
MDT,DTW,MDT-DTW
MDW,DTW,MDW-DTW
MDW,MSP,MDW-MSP
MEM,AUS,MEM-AUS
MEM,CVG,MEM-CVG
MEM,DEN,MEM-DEN
MEM,DTW,MEM-DTW
MEM,IAH,MEM-IAH
MEM,IND,MEM-IND
MEM,LAS,MEM-LAS
MEM,LAX,MEM-LAX
MEM,LGA,MEM-LGA
MEM,MCI,MEM-MCI
MEM,MCO,MEM-MCO
MEM,MSP,MEM-MSP
MEM,PIT,MEM-PIT
MEM,RDU,MEM-RDU
MEM,SAT,MEM-SAT
MEM,SLC,MEM-SLC
MFR,SLC,MFR-SLC
MGA,ATL,MGA-ATL
MHT,ATL,MHT-ATL
MHT,DTW,MHT-DTW
MHT,LGA,MHT-LGA
MKE,CVG,MKE-CVG
MKE,DTW,MKE-DTW
MKE,LGA,MKE-LGA
MKE,MCO,MKE-MCO
MKE,MSP,MKE-MSP
MLI,DTW,MLI-DTW
MLI,MSP,MLI-MSP
MOT,MSP,MOT-MSP
MQT,DTW,MQT-DTW
MSN,CVG,MSN-CVG
MSN,DCA,MSN-DCA
MSN,DTW,MSN-DTW
MSN,LGA,MSN-LGA
MSN,MSP,MSN-MSP
MSN,SLC,MSN-SLC
MSO,MSP,MSO-MSP
MSO,SLC,MSO-SLC
MSP,ABQ,MSP-ABQ
MSP,ABR,MSP-ABR
MSP,ALB,MSP-ALB
MSP,AMS,MSP-AMS
MSP,ANC,MSP-ANC
MSP,APN,MSP-APN
MSP,ATW,MSP-ATW
MSP,AUS,MSP-AUS
MSP,AZO,MSP-AZO
MSP,BDL,MSP-BDL
MSP,BHM,MSP-BHM
MSP,BIL,MSP-BIL
MSP,BIS,MSP-BIS
MSP,BJI,MSP-BJI
MSP,BMI,MSP-BMI
MSP,BNA,MSP-BNA
MSP,BOI,MSP-BOI
MSP,BOS,MSP-BOS
MSP,BRD,MSP-BRD
MSP,BUF,MSP-BUF
MSP,BWI,MSP-BWI
MSP,BZN,MSP-BZN
MSP,CID,MSP-CID
MSP,CLE,MSP-CLE
MSP,CMH,MSP-CMH
MSP,CVG,MSP-CVG
MSP,CWA,MSP-CWA
MSP,DAY,MSP-DAY
MSP,DEN,MSP-DEN
MSP,DIK,MSP-DIK
MSP,DLH,MSP-DLH
MSP,DSM,MSP-DSM
MSP,DTW,MSP-DTW
MSP,EWR,MSP-EWR
MSP,FAR,MSP-FAR
MSP,FCA,MSP-FCA
MSP,FLL,MSP-FLL
MSP,FNT,MSP-FNT
MSP,FSD,MSP-FSD
MSP,FWA,MSP-FWA
MSP,GEG,MSP-GEG
MSP,GFK,MSP-GFK
MSP,GRB,MSP-GRB
MSP,GRR,MSP-GRR
MSP,GTF,MSP-GTF
MSP,HIB,MSP-HIB
MSP,HLN,MSP-HLN
MSP,IAD,MSP-IAD
MSP,IAH,MSP-IAH
MSP,ICT,MSP-ICT
MSP,IMT,MSP-IMT
MSP,IND,MSP-IND
MSP,INL,MSP-INL
MSP,ISN,MSP-ISN
MSP,JAX,MSP-JAX
MSP,JFK,MSP-JFK
MSP,LAN,MSP-LAN
MSP,LAS,MSP-LAS
MSP,LEX,MSP-LEX
MSP,LGA,MSP-LGA
MSP,LNK,MSP-LNK
MSP,LSE,MSP-LSE
MSP,MBS,MSP-MBS
MSP,MCI,MSP-MCI
MSP,MCO,MSP-MCO
MSP,MDW,MSP-MDW
MSP,MEM,MSP-MEM
MSP,MKE,MSP-MKE
MSP,MLI,MSP-MLI
MSP,MOT,MSP-MOT
MSP,MSN,MSP-MSN
MSP,MSO,MSP-MSO
MSP,NRT,MSP-NRT
MSP,OKC,MSP-OKC
MSP,OMA,MSP-OMA
MSP,ORF,MSP-ORF
MSP,PDX,MSP-PDX
MSP,PIA,MSP-PIA
MSP,PIT,MSP-PIT
MSP,PSC,MSP-PSC
MSP,PSP,MSP-PSP
MSP,RAP,MSP-RAP
MSP,RDU,MSP-RDU
MSP,RHI,MSP-RHI
MSP,RIC,MSP-RIC
MSP,ROC,MSP-ROC
MSP,RST,MSP-RST
MSP,RSW,MSP-RSW
MSP,SAT,MSP-SAT
MSP,SBN,MSP-SBN
MSP,SDF,MSP-SDF
MSP,SJC,MSP-SJC
MSP,SLC,MSP-SLC
MSP,SMF,MSP-SMF
MSP,SNA,MSP-SNA
MSP,STL,MSP-STL
MSP,SYR,MSP-SYR
MSP,TPA,MSP-TPA
MSP,TUL,MSP-TUL
MSP,TUS,MSP-TUS
MSP,TVC,MSP-TVC
MSP,TYS,MSP-TYS
MSP,XNA,MSP-XNA
MSP,YEG,MSP-YEG
MSP,YQR,MSP-YQR
MSP,YUL,MSP-YUL
MSP,YVR,MSP-YVR
MSP,YWG,MSP-YWG
MSP,YXE,MSP-YXE
MSP,YYC,MSP-YYC
MSY,CVG,MSY-CVG
MYR,BOS,MYR-BOS
MYR,DTW,MYR-DTW
MYR,LGA,MYR-LGA
NAS,DTW,NAS-DTW
NGO,DTW,NGO-DTW
NRT,ATL,NRT-ATL
NRT,DTW,NRT-DTW
NRT,MSP,NRT-MSP
NRT,PDX,NRT-PDX
NRT,SEA,NRT-SEA
OAK,LAX,OAK-LAX
OAK,SLC,OAK-SLC
OKC,DTW,OKC-DTW
OKC,MSP,OKC-MSP
OKC,SLC,OKC-SLC
OMA,DTW,OMA-DTW
OMA,LGA,OMA-LGA
OMA,MCO,OMA-MCO
OMA,MSP,OMA-MSP
OMA,SLC,OMA-SLC
ONT,SLC,ONT-SLC
ORD,AMS,ORD-AMS
ORF,DTW,ORF-DTW
ORF,MCO,ORF-MCO
ORF,MSP,ORF-MSP
PAP,ATL,PAP-ATL
PBI,DTW,PBI-DTW
PDX,AMS,PDX-AMS
PDX,MSP,PDX-MSP
PDX,NRT,PDX-NRT
PHL,JFK,PHL-JFK
PIA,DTW,PIA-DTW
PIA,MSP,PIA-MSP
PIH,SLC,PIH-SLC
PIT,CVG,PIT-CVG
PIT,DTW,PIT-DTW
PIT,MCO,PIT-MCO
PIT,MEM,PIT-MEM
PIT,MSP,PIT-MSP
PIT,PUJ,PIT-PUJ
PLN,DTW,PLN-DTW
PSC,MSP,PSC-MSP
PSC,SLC,PSC-SLC
PSP,MSP,PSP-MSP
PSP,SLC,PSP-SLC
PUJ,ATL,PUJ-ATL
PUJ,CVG,PUJ-CVG
PUJ,DTW,PUJ-DTW
PUJ,PIT,PUJ-PIT
PVD,DTW,PVD-DTW
PVG,JFK,PVG-JFK
PVG,SEA,PVG-SEA
RAP,MSP,RAP-MSP
RAP,SLC,RAP-SLC
RDM,SLC,RDM-SLC
RDU,BDL,RDU-BDL
RDU,BWI,RDU-BWI
RDU,CMH,RDU-CMH
RDU,CVG,RDU-CVG
RDU,DTW,RDU-DTW
RDU,IND,RDU-IND
RDU,LAS,RDU-LAS
RDU,MCO,RDU-MCO
RDU,MEM,RDU-MEM
RDU,MSP,RDU-MSP
RDU,SLC,RDU-SLC
RDU,TPA,RDU-TPA
RHI,IMT,RHI-IMT
RHI,MSP,RHI-MSP
RIC,CVG,RIC-CVG
RIC,DTW,RIC-DTW
RIC,JFK,RIC-JFK
RIC,MSP,RIC-MSP
RKS,GCC,RKS-GCC
RKS,SLC,RKS-SLC
RNO,SLC,RNO-SLC
ROA,DTW,ROA-DTW
ROC,DTW,ROC-DTW
ROC,LGA,ROC-LGA
ROC,MSP,ROC-MSP
RST,MSP,RST-MSP
RSW,CMH,RSW-CMH
RSW,CVG,RSW-CVG
RSW,DTW,RSW-DTW
RSW,IND,RSW-IND
RSW,MSP,RSW-MSP
RTB,ATL,RTB-ATL
SAL,ATL,SAL-ATL
SAP,ATL,SAP-ATL
SAT,DTW,SAT-DTW
SAT,JFK,SAT-JFK
SAT,MCO,SAT-MCO
SAT,MEM,SAT-MEM
SAT,MSP,SAT-MSP
SAT,SLC,SAT-SLC
SAV,DTW,SAV-DTW
SAV,LGA,SAV-LGA
SBN,DTW,SBN-DTW
SBN,MSP,SBN-MSP
SCE,DTW,SCE-DTW
SCL,ATL,SCL-ATL
SDF,DTW,SDF-DTW
SDF,JFK,SDF-JFK
SDF,MCO,SDF-MCO
SDF,MSP,SDF-MSP
SDQ,ATL,SDQ-ATL
SDQ,GIG,SDQ-GIG
SDQ,GRU,SDQ-GRU
SEA,AMS,SEA-AMS
SEA,DTW,SEA-DTW
SEA,HND,SEA-HND
SEA,NRT,SEA-NRT
SEA,PVG,SEA-PVG
SFO,AMS,SFO-AMS
SFO,CVG,SFO-CVG
SFO,DTW,SFO-DTW
SFO,MSP,SFO-MSP
SFO,SLC,SFO-SLC
SGU,SLC,SGU-SLC
SJC,ATL,SJC-ATL
SJC,MSP,SJC-MSP
SJC,SLC,SJC-SLC
SJO,LAX,SJO-LAX
SJU,DTW,SJU-DTW
SLC,ABQ,SLC-ABQ
SLC,ANC,SLC-ANC
SLC,AUS,SLC-AUS
SLC,BIL,SLC-BIL
SLC,BNA,SLC-BNA
SLC,BOI,SLC-BOI
SLC,BOS,SLC-BOS
SLC,BTM,SLC-BTM
SLC,BUR,SLC-BUR
SLC,BWI,SLC-BWI
SLC,BZN,SLC-BZN
SLC,CDC,SLC-CDC
SLC,CNY,SLC-CNY
SLC,COD,SLC-COD
SLC,COS,SLC-COS
SLC,CPR,SLC-CPR
SLC,DCA,SLC-DCA
SLC,DEN,SLC-DEN
SLC,DTW,SLC-DTW
SLC,EKO,SLC-EKO
SLC,EUG,SLC-EUG
SLC,EWR,SLC-EWR
SLC,FAR,SLC-FAR
SLC,FAT,SLC-FAT
SLC,FCA,SLC-FCA
SLC,GCC,SLC-GCC
SLC,GDL,SLC-GDL
SLC,GEG,SLC-GEG
SLC,GJT,SLC-GJT
SLC,GTF,SLC-GTF
SLC,HLN,SLC-HLN
SLC,HNL,SLC-HNL
SLC,IAH,SLC-IAH
SLC,IDA,SLC-IDA
SLC,IND,SLC-IND
SLC,JAC,SLC-JAC
SLC,LAS,SLC-LAS
SLC,LWS,SLC-LWS
SLC,MCI,SLC-MCI
SLC,MCO,SLC-MCO
SLC,MEM,SLC-MEM
SLC,MFR,SLC-MFR
SLC,MSN,SLC-MSN
SLC,MSO,SLC-MSO
SLC,MSP,SLC-MSP
SLC,OAK,SLC-OAK
SLC,OKC,SLC-OKC
SLC,OMA,SLC-OMA
SLC,ONT,SLC-ONT
SLC,PIH,SLC-PIH
SLC,PSC,SLC-PSC
SLC,PSP,SLC-PSP
SLC,RAP,SLC-RAP
SLC,RDM,SLC-RDM
SLC,RDU,SLC-RDU
SLC,RKS,SLC-RKS
SLC,RNO,SLC-RNO
SLC,SAT,SLC-SAT
SLC,SFO,SLC-SFO
SLC,SGU,SLC-SGU
SLC,SJC,SLC-SJC
SLC,SMF,SLC-SMF
SLC,SNA,SLC-SNA
SLC,STL,SLC-STL
SLC,TUL,SLC-TUL
SLC,TUS,SLC-TUS
SLC,TWF,SLC-TWF
SLC,VEL,SLC-VEL
SLC,YVR,SLC-YVR
SLC,YYC,SLC-YYC
SMF,MSP,SMF-MSP
SMF,SLC,SMF-SLC
SNA,MSP,SNA-MSP
SNA,SLC,SNA-SLC
SNA,YVR,SNA-YVR
STL,CVG,STL-CVG
STL,DTW,STL-DTW
STL,JFK,STL-JFK
STL,MSP,STL-MSP
STL,SLC,STL-SLC
SWF,DTW,SWF-DTW
SYR,DTW,SYR-DTW
SYR,LGA,SYR-LGA
SYR,MSP,SYR-MSP
TGU,ATL,TGU-ATL
TLV,JFK,TLV-JFK
TPA,CMH,TPA-CMH
TPA,CVG,TPA-CVG
TPA,DTW,TPA-DTW
TPA,IND,TPA-IND
TPA,LAX,TPA-LAX
TPA,MSP,TPA-MSP
TPA,RDU,TPA-RDU
TUL,DTW,TUL-DTW
TUL,MSP,TUL-MSP
TUL,SLC,TUL-SLC
TUS,MSP,TUS-MSP
TUS,SLC,TUS-SLC
TVC,DTW,TVC-DTW
TVC,MSP,TVC-MSP
TWF,SLC,TWF-SLC
TYS,DTW,TYS-DTW
TYS,MSP,TYS-MSP
UIO,ATL,UIO-ATL
VEL,SLC,VEL-SLC
XNA,CVG,XNA-CVG
XNA,DTW,XNA-DTW
XNA,MSP,XNA-MSP
YEG,MSP,YEG-MSP
YHZ,LGA,YHZ-LGA
YOW,DTW,YOW-DTW
YQR,MSP,YQR-MSP
YUL,AMS,YUL-AMS
YUL,MSP,YUL-MSP
YVR,AMS,YVR-AMS
YVR,MSP,YVR-MSP
YVR,SLC,YVR-SLC
YVR,SNA,YVR-SNA
YWG,MSP,YWG-MSP
YXE,MSP,YXE-MSP
YYC,AMS,YYC-AMS
YYC,MSP,YYC-MSP
YYC,SLC,YYC-SLC
YYZ,AMS,YYZ-AMS
ZRH,ATL,ZRH-ATL
COO,DKR,COO-DKR
COO,DLA,COO-DLA
CSK,DKR,CSK-DKR
DKR,COO,DKR-COO
DKR,NKC,DKR-NKC
DKR,ZIG,DKR-ZIG
DLA,COO,DLA-COO
NKC,DKR,NKC-DKR
ZIG,CSK,ZIG-CSK
ZIG,DKR,ZIG-DKR
CAB,LAD,CAB-LAD
CAB,SZA,CAB-SZA
CBT,LAD,CBT-LAD
CBT,VPE,CBT-VPE
CPT,LAD,CPT-LAD
DXB,LAD,DXB-LAD
GIG,LAD,GIG-LAD
GRU,LAD,GRU-LAD
HAV,LAD,HAV-LAD
JNB,LAD,JNB-LAD
LAD,CAB,LAD-CAB
LAD,CBT,LAD-CBT
LAD,CPT,LAD-CPT
LAD,DXB,LAD-DXB
LAD,GIG,LAD-GIG
LAD,GRU,LAD-GRU
LAD,HAV,LAD-HAV
LAD,HRE,LAD-HRE
LAD,JNB,LAD-JNB
LAD,LIS,LAD-LIS
LAD,LUO,LAD-LUO
LAD,MEG,LAD-MEG
LAD,MSZ,LAD-MSZ
LAD,NOV,LAD-NOV
LAD,OPO,LAD-OPO
LAD,PEK,LAD-PEK
LAD,SDD,LAD-SDD
LAD,SPP,LAD-SPP
LAD,SVP,LAD-SVP
LAD,SZA,LAD-SZA
LAD,VHC,LAD-VHC
LAD,VPE,LAD-VPE
LAD,WDH,LAD-WDH
LIS,LAD,LIS-LAD
LUN,LAD,LUN-LAD
LUO,LAD,LUO-LAD
MEG,LAD,MEG-LAD
MEG,VHC,MEG-VHC
MSZ,LAD,MSZ-LAD
NOV,LAD,NOV-LAD
NOV,SPP,NOV-SPP
NOV,VPE,NOV-VPE
OPO,LAD,OPO-LAD
PEK,LAD,PEK-LAD
SDD,LAD,SDD-LAD
SDD,VPE,SDD-VPE
SDD,WDH,SDD-WDH
SPP,LAD,SPP-LAD
SPP,NOV,SPP-NOV
SPP,VPE,SPP-VPE
SVP,LAD,SVP-LAD
SVP,VPE,SVP-VPE
SZA,CAB,SZA-CAB
SZA,LAD,SZA-LAD
VHC,LAD,VHC-LAD
VHC,MEG,VHC-MEG
VPE,CBT,VPE-CBT
VPE,LAD,VPE-LAD
VPE,NOV,VPE-NOV
VPE,SDD,VPE-SDD
VPE,SPP,VPE-SPP
VPE,SVP,VPE-SVP
WDH,LAD,WDH-LAD
WDH,SDD,WDH-SDD
AKX,ALA,AKX-ALA
AKX,SCO,AKX-SCO
AKX,TSE,AKX-TSE
ALA,AKX,ALA-AKX
ALA,CIT,ALA-CIT
ALA,DMB,ALA-DMB
ALA,DZN,ALA-DZN
ALA,KGF,ALA-KGF
ALA,KOV,ALA-KOV
ALA,KSN,ALA-KSN
ALA,PLX,ALA-PLX
ALA,PPK,ALA-PPK
ALA,SCO,ALA-SCO
ALA,TSE,ALA-TSE
ALA,UKK,ALA-UKK
CIT,ALA,CIT-ALA
CIT,SCO,CIT-SCO
CIT,TSE,CIT-TSE
DMB,ALA,DMB-ALA
DMB,TSE,DMB-TSE
DZN,ALA,DZN-ALA
EVN,SCO,EVN-SCO
GUW,SCO,GUW-SCO
GUW,TSE,GUW-TSE
GYD,SCO,GYD-SCO
KGF,ALA,KGF-ALA
KGF,KZO,KGF-KZO
KGF,UKK,KGF-UKK
KOV,ALA,KOV-ALA
KSN,ALA,KSN-ALA
KZO,KGF,KZO-KGF
KZO,SCO,KZO-SCO
PLX,ALA,PLX-ALA
PLX,TSE,PLX-TSE
PLX,UKK,PLX-UKK
PPK,ALA,PPK-ALA
PPK,TSE,PPK-TSE
SCO,AKX,SCO-AKX
SCO,ALA,SCO-ALA
SCO,CIT,SCO-CIT
SCO,EVN,SCO-EVN
SCO,GUW,SCO-GUW
SCO,GYD,SCO-GYD
SCO,KZO,SCO-KZO
SCO,TBS,SCO-TBS
SCO,TSE,SCO-TSE
SCO,URA,SCO-URA
TBS,SCO,TBS-SCO
TSE,AKX,TSE-AKX
TSE,ALA,TSE-ALA
TSE,CIT,TSE-CIT
TSE,DMB,TSE-DMB
TSE,GUW,TSE-GUW
TSE,PLX,TSE-PLX
TSE,PPK,TSE-PPK
TSE,SCO,TSE-SCO
TSE,UKK,TSE-UKK
UKK,ALA,UKK-ALA
UKK,KGF,UKK-KGF
UKK,PLX,UKK-PLX
UKK,TSE,UKK-TSE
URA,SCO,URA-SCO
AAL,BLL,AAL-BLL
AAL,SVG,AAL-SVG
BLL,AAL,BLL-AAL
BLL,EBJ,BLL-EBJ
BLL,SVG,BLL-SVG
CPH,RNN,CPH-RNN
EBJ,BLL,EBJ-BLL
MOL,SRP,MOL-SRP
OSL,SRP,OSL-SRP
RNN,CPH,RNN-CPH
SRP,MOL,SRP-MOL
SRP,OSL,SRP-OSL
SRP,SVG,SRP-SVG
SVG,AAL,SVG-AAL
SVG,BLL,SVG-BLL
SVG,SRP,SVG-SRP
AAL,AGP,AAL-AGP
AAL,ALC,AAL-ALC
AAL,CPH,AAL-CPH
AAL,LGW,AAL-LGW
AAL,PMI,AAL-PMI
AES,ALC,AES-ALC
AES,LGW,AES-LGW
AES,OSL,AES-OSL
AGP,AAL,AGP-AAL
AGP,ARN,AGP-ARN
AGP,BGO,AGP-BGO
AGP,CPH,AGP-CPH
AGP,GOT,AGP-GOT
AGP,OSL,AGP-OSL
AGP,RYG,AGP-RYG
AGP,SVG,AGP-SVG
AGP,TRD,AGP-TRD
AGP,TRF,AGP-TRF
AGP,WAW,AGP-WAW
AJA,ARN,AJA-ARN
AJA,OSL,AJA-OSL
ALC,AAL,ALC-AAL
ALC,AES,ALC-AES
ALC,ARN,ALC-ARN
ALC,BGO,ALC-BGO
ALC,BLL,ALC-BLL
ALC,CGN,ALC-CGN
ALC,CPH,ALC-CPH
ALC,EVE,ALC-EVE
ALC,GOT,ALC-GOT
ALC,HEL,ALC-HEL
ALC,KSD,ALC-KSD
ALC,MOL,ALC-MOL
ALC,OSL,ALC-OSL
ALC,OUL,ALC-OUL
ALC,RYG,ALC-RYG
ALC,SVG,ALC-SVG
ALC,TKU,ALC-TKU
ALC,TOS,ALC-TOS
ALC,TRD,ALC-TRD
ALC,TRF,ALC-TRF
ALC,UME,ALC-UME
ALF,OSL,ALF-OSL
ALF,TOS,ALF-TOS
AMS,OSL,AMS-OSL
ARN,AGP,ARN-AGP
ARN,AJA,ARN-AJA
ARN,ALC,ARN-ALC
ARN,ATH,ARN-ATH
ARN,BCN,ARN-BCN
ARN,BEG,ARN-BEG
ARN,BGO,ARN-BGO
ARN,BKK,ARN-BKK
ARN,BUD,ARN-BUD
ARN,CHQ,ARN-CHQ
ARN,CPH,ARN-CPH
ARN,CTA,ARN-CTA
ARN,DBV,ARN-DBV
ARN,EDI,ARN-EDI
ARN,FAO,ARN-FAO
ARN,FCO,ARN-FCO
ARN,FLL,ARN-FLL
ARN,JFK,ARN-JFK
ARN,KRK,ARN-KRK
ARN,KRN,ARN-KRN
ARN,LAX,ARN-LAX
ARN,LCA,ARN-LCA
ARN,LGW,ARN-LGW
ARN,LLA,ARN-LLA
ARN,LPA,ARN-LPA
ARN,MAN,ARN-MAN
ARN,MMX,ARN-MMX
ARN,MUC,ARN-MUC
ARN,NCE,ARN-NCE
ARN,OAK,ARN-OAK
ARN,OLB,ARN-OLB
ARN,ORY,ARN-ORY
ARN,OSL,ARN-OSL
ARN,PMI,ARN-PMI
ARN,PMO,ARN-PMO
ARN,PRG,ARN-PRG
ARN,PSA,ARN-PSA
ARN,SJJ,ARN-SJJ
ARN,SPU,ARN-SPU
ARN,SXF,ARN-SXF
ARN,TLV,ARN-TLV
ARN,UME,ARN-UME
ARN,VCE,ARN-VCE
ARN,VNO,ARN-VNO
ATH,ARN,ATH-ARN
ATH,CPH,ATH-CPH
ATH,HEL,ATH-HEL
AYT,BGO,AYT-BGO
AYT,OSL,AYT-OSL
AYT,TRD,AYT-TRD
AYT,TRF,AYT-TRF
BCN,ARN,BCN-ARN
BCN,BGO,BCN-BGO
BCN,CPH,BCN-CPH
BCN,GOT,BCN-GOT
BCN,OSL,BCN-OSL
BCN,SXF,BCN-SXF
BCN,TRF,BCN-TRF
BCN,WAW,BCN-WAW
BDU,OSL,BDU-OSL
BEG,ARN,BEG-ARN
BEG,OSL,BEG-OSL
BGO,AGP,BGO-AGP
BGO,ALC,BGO-ALC
BGO,ARN,BGO-ARN
BGO,AYT,BGO-AYT
BGO,BCN,BGO-BCN
BGO,CHQ,BGO-CHQ
BGO,CPH,BGO-CPH
BGO,DBV,BGO-DBV
BGO,EDI,BGO-EDI
BGO,FCO,BGO-FCO
BGO,JFK,BGO-JFK
BGO,KEF,BGO-KEF
BGO,KRK,BGO-KRK
BGO,LGW,BGO-LGW
BGO,LPA,BGO-LPA
BGO,NCE,BGO-NCE
BGO,ORY,BGO-ORY
BGO,OSL,BGO-OSL
BGO,PMI,BGO-PMI
BGO,PRG,BGO-PRG
BGO,SVG,BGO-SVG
BGO,SXF,BGO-SXF
BGO,TRD,BGO-TRD
BGO,TRF,BGO-TRF
BIO,OSL,BIO-OSL
BKK,ARN,BKK-ARN
BKK,OSL,BKK-OSL
BLL,ALC,BLL-ALC
BOJ,CPH,BOJ-CPH
BOJ,HEL,BOJ-HEL
BOJ,OSL,BOJ-OSL
BOO,OSL,BOO-OSL
BTS,OSL,BTS-OSL
BUD,ARN,BUD-ARN
BUD,CPH,BUD-CPH
BUD,LGW,BUD-LGW
BUD,OSL,BUD-OSL
CGN,ALC,CGN-ALC
CGN,OSL,CGN-OSL
CHQ,ARN,CHQ-ARN
CHQ,BGO,CHQ-BGO
CHQ,CPH,CHQ-CPH
CHQ,HEL,CHQ-HEL
CHQ,OSL,CHQ-OSL
CPH,AAL,CPH-AAL
CPH,AGP,CPH-AGP
CPH,ALC,CPH-ALC
CPH,ARN,CPH-ARN
CPH,ATH,CPH-ATH
CPH,BCN,CPH-BCN
CPH,BGO,CPH-BGO
CPH,BOJ,CPH-BOJ
CPH,BUD,CPH-BUD
CPH,CHQ,CPH-CHQ
CPH,CTA,CPH-CTA
CPH,DUB,CPH-DUB
CPH,EDI,CPH-EDI
CPH,FAO,CPH-FAO
CPH,FLL,CPH-FLL
CPH,JFK,CPH-JFK
CPH,KRK,CPH-KRK
CPH,KRP,CPH-KRP
CPH,LAX,CPH-LAX
CPH,LGW,CPH-LGW
CPH,LIS,CPH-LIS
CPH,LPA,CPH-LPA
CPH,MAD,CPH-MAD
CPH,NCE,CPH-NCE
CPH,ORY,CPH-ORY
CPH,PRG,CPH-PRG
CPH,PSA,CPH-PSA
CPH,RAK,CPH-RAK
CPH,SPU,CPH-SPU
CPH,SXF,CPH-SXF
CPH,TLV,CPH-TLV
CPH,TRD,CPH-TRD
CPH,ZAG,CPH-ZAG
CTA,ARN,CTA-ARN
CTA,CPH,CTA-CPH
DBV,ARN,DBV-ARN
DBV,BGO,DBV-BGO
DBV,OSL,DBV-OSL
DBV,TRD,DBV-TRD
DBV,TRF,DBV-TRF
DUB,CPH,DUB-CPH
DUB,HEL,DUB-HEL
DUB,OSL,DUB-OSL
EDI,ARN,EDI-ARN
EDI,BGO,EDI-BGO
EDI,CPH,EDI-CPH
EDI,OSL,EDI-OSL
EVE,ALC,EVE-ALC
EVE,OSL,EVE-OSL
EVE,TRD,EVE-TRD
FAO,ARN,FAO-ARN
FAO,CPH,FAO-CPH
FAO,OSL,FAO-OSL
FCO,ARN,FCO-ARN
FCO,BGO,FCO-BGO
FCO,GOT,FCO-GOT
FCO,OSL,FCO-OSL
FLL,ARN,FLL-ARN
FLL,CPH,FLL-CPH
FLL,OSL,FLL-OSL
FUE,LGW,FUE-LGW
GDN,OSL,GDN-OSL
GOT,AGP,GOT-AGP
GOT,ALC,GOT-ALC
GOT,BCN,GOT-BCN
GOT,FCO,GOT-FCO
GOT,LGW,GOT-LGW
GOT,NCE,GOT-NCE
GVA,OSL,GVA-OSL
HAU,OSL,HAU-OSL
HEL,ALC,HEL-ALC
HEL,ATH,HEL-ATH
HEL,BOJ,HEL-BOJ
HEL,CHQ,HEL-CHQ
HEL,DUB,HEL-DUB
HEL,LGW,HEL-LGW
HEL,ORY,HEL-ORY
HEL,PMI,HEL-PMI
HEL,SPU,HEL-SPU
IBZ,LGW,IBZ-LGW
JFK,ARN,JFK-ARN
JFK,BGO,JFK-BGO
JFK,CPH,JFK-CPH
JFK,OSL,JFK-OSL
JTR,LGW,JTR-LGW
KBP,OSL,KBP-OSL
KEF,BGO,KEF-BGO
KEF,OSL,KEF-OSL
KKN,OSL,KKN-OSL
KRK,ARN,KRK-ARN
KRK,BGO,KRK-BGO
KRK,CPH,KRK-CPH
KRK,OSL,KRK-OSL
KRK,SVG,KRK-SVG
KRK,TRD,KRK-TRD
KRN,ARN,KRN-ARN
KRP,CPH,KRP-CPH
KRS,OSL,KRS-OSL
KSD,ALC,KSD-ALC
LAX,ARN,LAX-ARN
LAX,CPH,LAX-CPH
LCA,ARN,LCA-ARN
